room_type,person_capacity,space_type,region,country,total_booked_nights,total_available_or_booked_nights,month
Private room,4,House,La La Land,Iron Islands,1.0,6.0,10/1/18
Entire home/apt,4,Apartment,La La Land,Oldtown,1.0,20.0,10/1/18
Entire home/apt,6,Apartment,Westland,Springfield,6.0,23.0,10/1/18
Entire home/apt,4,Cabin,Westland,Springfield,1.0,3.0,10/1/18
Entire home/apt,6,House,La La Land,Tarth,0.0,0.0,10/1/18
Entire home/apt,8,House,Westland,Springfield,2.0,22.0,10/1/18
Entire home/apt,2,House,Southland,King's Landing,9.0,13.0,10/1/18
Entire home/apt,6,House,La La Land,Iron Islands,6.0,8.0,10/1/18
Entire home/apt,16,House,Westland,Springfield,12.0,20.0,10/1/18
Entire home/apt,2,Apartment,La La Land,Iron Islands,8.0,8.0,10/1/18
Entire home/apt,6,Cabin,Westland,Springfield,0.0,1.0,10/1/18
Private room,2,House,Westland,Springfield,5.0,8.0,10/1/18
Entire home/apt,2,Apartment,Westland,Westeros,11.0,28.0,10/1/18
Entire home/apt,4,Cabin,Southland,Dorne,31.0,38.0,10/1/18
Entire home/apt,4,Apartment,Westland,Springfield,7.0,21.0,10/1/18
Entire home/apt,7,House,Southland,Dorne,49.0,63.0,10/1/18
Entire home/apt,4,Cabin,Southland,Dorne,49.0,60.0,10/1/18
Entire home/apt,4,Cabin,Westland,Springfield,7.0,11.0,10/1/18
Entire home/apt,4,Apartment,Westland,Springfield,10.0,20.0,10/1/18
Entire home/apt,4,Apartment,Westland,Springfield,14.0,22.0,10/1/18
Entire home/apt,4,Apartment,La La Land,Iron Islands,4.0,6.0,10/1/18
Entire home/apt,6,House,Southland,King's Landing,22.0,22.0,10/1/18
Entire home/apt,2,House,Westland,Westeros,12.0,27.0,10/1/18
Entire home/apt,6,House,Essos,Pike's Peak,1.0,6.0,10/1/18
Private room,2,House,Westland,Westeros,7.0,21.0,10/1/18
Entire home/apt,6,Apartment,Westland,Springfield,10.0,17.0,10/1/18
Entire home/apt,6,House,Westland,Springfield,10.0,17.0,10/1/18
Private room,2,Apartment,Westland,Springfield,9.0,21.0,10/1/18
Entire home/apt,4,Apartment,Southland,River run,60.0,60.0,10/1/18
Entire home/apt,8,House,Westland,Springfield,6.0,22.0,10/1/18
Entire home/apt,4,Apartment,Essos,Bear Island,13.0,24.0,10/1/18
Entire home/apt,2,Apartment,Westland,Springfield,14.0,22.0,10/1/18
Entire home/apt,14,House,Westland,Springfield,3.0,18.0,10/1/18
Entire home/apt,5,House,Hogwarts,Dragonstone,18.0,25.0,10/1/18
Entire home/apt,4,Apartment,Westland,Springfield,9.0,22.0,10/1/18
Entire home/apt,6,House,Westland,Springfield,7.0,11.0,10/1/18
Entire home/apt,6,Cabin,Westland,Springfield,6.0,12.0,10/1/18
Entire home/apt,4,Cabin,Westland,Springfield,13.0,22.0,10/1/18
Entire home/apt,8,House,Westland,Springfield,4.0,12.0,10/1/18
Private room,1,Cabin,La La Land,Iron Islands,0.0,4.0,10/1/18
Entire home/apt,2,Apartment,Essos,Pike's Peak,11.0,12.0,10/1/18
Entire home/apt,3,Apartment,La La Land,Iron Islands,2.0,8.0,10/1/18
Entire home/apt,7,House,Westland,Springfield,11.0,23.0,10/1/18
Entire home/apt,6,Cabin,Westland,Springfield,0.0,15.0,10/1/18
Entire home/apt,2,Apartment,La La Land,Iron Islands,4.0,8.0,10/1/18
Entire home/apt,1,Cabin,Southland,Dorne,27.0,58.0,10/1/18
Entire home/apt,2,Cabin,Westland,Springfield,10.0,17.0,10/1/18
Entire home/apt,2,Apartment,Southland,River run,40.0,54.0,10/1/18
Private room,2,House,Westland,Springfield,13.0,22.0,10/1/18
Entire home/apt,6,House,La La Land,Oldtown,2.0,5.0,10/1/18
Entire home/apt,3,Apartment,Westland,Springfield,6.0,19.0,10/1/18
Entire home/apt,7,Apartment,Essos,Pike's Peak,2.0,24.0,10/1/18
Entire home/apt,8,House,Westland,Westeros,0.0,19.0,10/1/18
Entire home/apt,4,House,Southland,Lannisport,24.0,24.0,10/1/18
Entire home/apt,4,Apartment,Westland,Springfield,13.0,22.0,10/1/18
Entire home/apt,4,Apartment,Southland,Dorne,22.0,24.0,10/1/18
Entire home/apt,4,House,Westland,Springfield,10.0,16.0,10/1/18
Entire home/apt,4,Cabin,Westland,Westeros,3.0,17.0,10/1/18
Entire home/apt,4,Apartment,Essos,Bear Island,21.0,23.0,10/1/18
Entire home/apt,2,Apartment,Westland,Springfield,13.0,23.0,10/1/18
Entire home/apt,8,Apartment,Westland,Springfield,9.0,15.0,10/1/18
Entire home/apt,8,House,Westland,Springfield,11.0,20.0,10/1/18
Shared room,1,Apartment,Southland,King's Landing,9.0,90.0,10/1/18
Entire home/apt,4,Apartment,Essos,Pike's Peak,24.0,24.0,10/1/18
Entire home/apt,2,Apartment,Westland,Springfield,13.0,22.0,10/1/18
Entire home/apt,8,Cabin,Westland,Springfield,7.0,12.0,10/1/18
Entire home/apt,3,Apartment,Southland,Lannisport,74.0,74.0,10/1/18
Entire home/apt,6,Cabin,Westland,Springfield,7.0,22.0,10/1/18
Entire home/apt,5,Apartment,Westland,Springfield,6.0,22.0,10/1/18
Private room,5,House,Westland,Springfield,12.0,22.0,10/1/18
Entire home/apt,8,Apartment,La La Land,Iron Islands,1.0,9.0,10/1/18
Entire home/apt,6,Apartment,La La Land,Iron Islands,3.0,4.0,10/1/18
Entire home/apt,2,Apartment,Westland,Springfield,8.0,20.0,10/1/18
Entire home/apt,4,Apartment,Essos,Pike's Peak,11.0,24.0,10/1/18
Entire home/apt,8,House,Westland,Springfield,4.0,9.0,10/1/18
Entire home/apt,7,Apartment,Essos,Bear Island,10.0,18.0,10/1/18
Private room,2,House,Westland,Springfield,7.0,21.0,10/1/18
Entire home/apt,2,Cabin,Hogwarts,Dragonstone,18.0,26.0,10/1/18
Entire home/apt,4,Apartment,Essos,Pike's Peak,18.0,22.0,10/1/18
Entire home/apt,2,Cabin,Westland,Springfield,2.0,10.0,10/1/18
Entire home/apt,6,House,Westland,Springfield,11.0,18.0,10/1/18
Entire home/apt,5,Apartment,Essos,Bear Island,6.0,17.0,10/1/18
Entire home/apt,2,Apartment,Westland,Springfield,10.0,21.0,10/1/18
Entire home/apt,2,House,Southland,King's Landing,16.0,16.0,10/1/18
Private room,2,Hotel,La La Land,Oldtown,0.0,7.0,10/1/18
Private room,4,Cabin,Westland,Springfield,5.0,22.0,10/1/18
Private room,4,House,Hogwarts,Crownland,33.0,38.0,10/1/18
Entire home/apt,6,House,Southland,King's Landing,19.0,19.0,10/1/18
Entire home/apt,5,Apartment,Hogwarts,Dragonstone,4.0,32.0,10/1/18
Entire home/apt,5,Cabin,Hogwarts,Dragonstone,8.0,29.0,10/1/18
Private room,2,Cabin,Essos,Bear Island,1.0,5.0,10/1/18
Entire home/apt,2,House,Southland,Dorne,58.0,63.0,10/1/18
Entire home/apt,4,Apartment,Essos,Pike's Peak,5.0,5.0,10/1/18
Entire home/apt,2,Cabin,Hogwarts,Dragonstone,1.0,39.0,10/1/18
Entire home/apt,2,Apartment,Hogwarts,Dragonstone,11.0,39.0,10/1/18
Entire home/apt,2,Apartment,La La Land,Iron Islands,5.0,8.0,10/1/18
Entire home/apt,16,House,Westland,Springfield,9.0,20.0,10/1/18
Entire home/apt,4,Cabin,Westland,Springfield,11.0,20.0,10/1/18
Entire home/apt,4,Cabin,Westland,Springfield,4.0,20.0,10/1/18
Private room,2,House,Westland,Springfield,14.0,22.0,10/1/18
Entire home/apt,2,Apartment,La La Land,Iron Islands,6.0,7.0,10/1/18
Entire home/apt,5,House,Westland,Springfield,4.0,22.0,10/1/18
Private room,3,House,Southland,River run,18.0,54.0,10/1/18
Private room,6,Hotel,La La Land,Iron Islands,6.0,9.0,10/1/18
Private room,2,Hotel,La La Land,Oldtown,2.0,16.0,10/1/18
Entire home/apt,8,House,Westland,Springfield,3.0,22.0,10/1/18
Entire home/apt,10,House,Southland,King's Landing,18.0,18.0,10/1/18
Private room,2,Apartment,Southland,Dorne,0.0,126.0,10/1/18
Entire home/apt,4,Apartment,Essos,Pike's Peak,17.0,21.0,10/1/18
Entire home/apt,6,Apartment,Westland,Springfield,2.0,6.0,10/1/18
Entire home/apt,4,House,Westland,Springfield,10.0,16.0,10/1/18
Entire home/apt,4,Apartment,Westland,Springfield,6.0,15.0,10/1/18
Entire home/apt,2,Apartment,Southland,River run,60.0,60.0,10/1/18
Entire home/apt,6,Cabin,Westland,Westeros,1.0,17.0,10/1/18
Entire home/apt,10,House,Essos,Bear Island,5.0,16.0,10/1/18
Entire home/apt,4,Apartment,Westland,Springfield,12.0,21.0,10/1/18
Entire home/apt,6,House,Westland,Springfield,7.0,16.0,10/1/18
Entire home/apt,8,Apartment,Essos,Pike's Peak,1.0,10.0,10/1/18
Entire home/apt,8,House,Westland,Springfield,6.0,17.0,10/1/18
Entire home/apt,4,House,Westland,Springfield,12.0,20.0,10/1/18
Entire home/apt,6,House,Westland,Springfield,6.0,20.0,10/1/18
Entire home/apt,8,House,Westland,Springfield,4.0,8.0,10/1/18
Entire home/apt,8,House,La La Land,Tarth,1.0,11.0,10/1/18
Entire home/apt,6,House,Westland,Springfield,10.0,22.0,10/1/18
Entire home/apt,4,Apartment,Southland,King's Landing,22.0,22.0,10/1/18
Entire home/apt,4,Apartment,Southland,King's Landing,9.0,23.0,10/1/18
Entire home/apt,4,House,Westland,Springfield,12.0,22.0,10/1/18
Entire home/apt,4,Apartment,Westland,Springfield,11.0,22.0,10/1/18
Entire home/apt,10,House,Essos,Pike's Peak,2.0,21.0,10/1/18
Entire home/apt,3,Apartment,Essos,Bear Island,6.0,22.0,10/1/18
Entire home/apt,10,Apartment,Westland,Springfield,11.0,17.0,10/1/18
Entire home/apt,2,Cabin,Hogwarts,Dragonstone,11.0,25.0,10/1/18
Entire home/apt,4,House,Southland,Dorne,18.0,27.0,10/1/18
Entire home/apt,4,Apartment,Westland,Springfield,8.0,22.0,10/1/18
Entire home/apt,8,Apartment,Westland,Westeros,9.0,27.0,10/1/18
Entire home/apt,2,Apartment,Southland,Dorne,13.0,60.0,10/1/18
Entire home/apt,9,House,La La Land,Oldtown,12.0,12.0,10/1/18
Entire home/apt,4,Cabin,Hogwarts,Crownland,23.0,37.0,10/1/18
Entire home/apt,2,Apartment,La La Land,Iron Islands,2.0,3.0,10/1/18
Private room,3,Apartment,La La Land,Iron Islands,2.0,3.0,10/1/18
Entire home/apt,2,Apartment,Westland,Springfield,8.0,20.0,10/1/18
Private room,2,Cabin,La La Land,Iron Islands,0.0,2.0,10/1/18
Entire home/apt,10,Apartment,La La Land,Hornhill,2.0,8.0,10/1/18
Entire home/apt,10,House,Westland,Springfield,1.0,17.0,10/1/18
Private room,2,House,Westland,Westeros,10.0,26.0,10/1/18
Private room,1,Apartment,Westland,Springfield,14.0,22.0,10/1/18
Entire home/apt,6,House,Westland,Westeros,6.0,28.0,10/1/18
Entire home/apt,4,Apartment,La La Land,Iron Islands,5.0,9.0,10/1/18
Private room,2,Apartment,Westland,Springfield,2.0,20.0,10/1/18
Private room,6,Apartment,Essos,Pike's Peak,0.0,21.0,10/1/18
Entire home/apt,6,House,Westland,Springfield,0.0,5.0,10/1/18
Entire home/apt,2,Apartment,Westland,Springfield,0.0,3.0,10/1/18
Entire home/apt,2,Apartment,Southland,Lannisport,101.0,101.0,10/1/18
Entire home/apt,6,House,Westland,Springfield,1.0,22.0,10/1/18
Entire home/apt,2,House,Westland,Springfield,10.0,21.0,10/1/18
Entire home/apt,3,Cabin,Essos,Bear Island,9.0,20.0,10/1/18
Entire home/apt,4,Apartment,La La Land,Hornhill,2.0,7.0,10/1/18
Private room,2,House,Westland,Springfield,9.0,18.0,10/1/18
Entire home/apt,5,House,Westland,Springfield,13.0,22.0,10/1/18
Entire home/apt,16,Apartment,Westland,Westeros,3.0,28.0,10/1/18
Entire home/apt,3,Apartment,Southland,King's Landing,-5.0,2.0,10/1/18
Private room,2,House,Westland,Springfield,10.0,21.0,10/1/18
Entire home/apt,4,Apartment,Westland,Springfield,3.0,11.0,10/1/18
Entire home/apt,8,Cabin,Westland,Springfield,4.0,7.0,10/1/18
Entire home/apt,4,Apartment,Westland,Springfield,2.0,9.0,10/1/18
Entire home/apt,6,Apartment,Essos,Pike's Peak,2.0,20.0,10/1/18
Entire home/apt,4,Apartment,Southland,Dorne,58.0,60.0,10/1/18
Entire home/apt,4,Apartment,Essos,Bear Island,8.0,20.0,10/1/18
Entire home/apt,2,Apartment,Southland,River run,29.0,29.0,10/1/18
Entire home/apt,6,House,Westland,Springfield,7.0,17.0,10/1/18
Entire home/apt,2,Cabin,Essos,Bear Island,10.0,23.0,10/1/18
Entire home/apt,6,House,Southland,Dorne,31.0,54.0,10/1/18
Entire home/apt,4,Apartment,Southland,Dorne,40.0,45.0,10/1/18
Entire home/apt,6,House,Hogwarts,Dragonstone,12.0,26.0,10/1/18
Entire home/apt,2,Apartment,Southland,River run,9.0,33.0,10/1/18
Entire home/apt,12,House,Westland,Springfield,6.0,22.0,10/1/18
Private room,2,House,Hogwarts,Dragonstone,23.0,35.0,10/1/18
Entire home/apt,8,Apartment,Essos,Pike's Peak,3.0,18.0,10/1/18
Entire home/apt,4,Cabin,Westland,Westeros,8.0,17.0,10/1/18
Entire home/apt,7,Cabin,Westland,Springfield,4.0,19.0,10/1/18
Entire home/apt,7,Cabin,Hogwarts,Dragonstone,5.0,28.0,10/1/18
Private room,2,House,Southland,King's Landing,13.0,76.0,10/1/18
Private room,2,Apartment,Essos,Bear Island,4.0,6.0,10/1/18
Entire home/apt,2,Apartment,Westland,Springfield,4.0,7.0,10/1/18
Private room,2,House,Southland,King's Landing,4.0,94.0,10/1/18
Entire home/apt,8,House,Westland,Springfield,14.0,21.0,10/1/18
Entire home/apt,5,House,Hogwarts,Dragonstone,16.0,35.0,10/1/18
Entire home/apt,2,Apartment,Southland,Lannisport,42.0,42.0,10/1/18
Entire home/apt,8,House,Westland,Springfield,6.0,16.0,10/1/18
Entire home/apt,4,Apartment,Southland,Dorne,58.0,60.0,10/1/18
Entire home/apt,2,Apartment,La La Land,Iron Islands,6.0,10.0,10/1/18
Entire home/apt,6,Cabin,Westland,Springfield,2.0,8.0,10/1/18
Entire home/apt,6,Apartment,Southland,Dorne,27.0,42.0,10/1/18
Private room,3,Hotel,Westland,Springfield,8.0,22.0,10/1/18
Entire home/apt,9,Apartment,Southland,River run,36.0,38.0,10/1/18
Private room,4,Hotel,Hogwarts,Crownland,9.0,20.0,10/1/18
Entire home/apt,4,Apartment,Westland,Westeros,4.0,25.0,10/1/18
Entire home/apt,3,Apartment,Southland,Dorne,31.0,47.0,10/1/18
Entire home/apt,4,House,Westland,Springfield,12.0,21.0,10/1/18
Private room,2,Apartment,Essos,Bear Island,0.0,24.0,10/1/18
Entire home/apt,5,Cabin,Westland,Springfield,14.0,22.0,10/1/18
Entire home/apt,2,Apartment,Westland,Springfield,12.0,23.0,10/1/18
Entire home/apt,12,House,Westland,Springfield,12.0,22.0,10/1/18
Private room,2,House,Westland,Springfield,14.0,22.0,10/1/18
Entire home/apt,6,Apartment,Southland,River run,60.0,60.0,10/1/18
Entire home/apt,4,Apartment,Southland,Dorne,31.0,36.0,10/1/18
Private room,1,House,Westland,Springfield,11.0,21.0,10/1/18
Entire home/apt,4,Apartment,Westland,Springfield,3.0,12.0,10/1/18
Entire home/apt,3,Cabin,Westland,Springfield,1.0,4.0,10/1/18
Entire home/apt,5,Apartment,Essos,Pike's Peak,22.0,22.0,10/1/18
Entire home/apt,4,Apartment,Essos,Bear Island,5.0,24.0,10/1/18
Entire home/apt,4,Cabin,Westland,Springfield,7.0,15.0,10/1/18
Entire home/apt,4,Apartment,Essos,Bear Island,0.0,24.0,10/1/18
Entire home/apt,4,Cabin,Westland,Springfield,7.0,15.0,10/1/18
Entire home/apt,6,House,Westland,Springfield,1.0,22.0,10/1/18
Entire home/apt,8,Apartment,Westland,Springfield,4.0,15.0,10/1/18
Entire home/apt,7,House,Westland,Springfield,2.0,22.0,10/1/18
Private room,2,House,Westland,Springfield,13.0,22.0,10/1/18
Entire home/apt,2,Apartment,Westland,Springfield,10.0,19.0,10/1/18
Private room,4,House,La La Land,Iron Islands,7.0,10.0,10/1/18
Private room,3,Hotel,La La Land,Oldtown,12.0,20.0,10/1/18
Entire home/apt,4,Apartment,Westland,Westeros,13.0,27.0,10/1/18
Entire home/apt,10,Apartment,Essos,Bear Island,11.0,21.0,10/1/18
Entire home/apt,12,House,Essos,Pike's Peak,4.0,22.0,10/1/18
Entire home/apt,6,Cabin,Westland,Springfield,8.0,15.0,10/1/18
Entire home/apt,5,Apartment,Essos,Pike's Peak,10.0,22.0,10/1/18
Entire home/apt,4,Apartment,Southland,King's Landing,22.0,22.0,10/1/18
Entire home/apt,2,House,Hogwarts,Dragonstone,19.0,31.0,10/1/18
Entire home/apt,2,Apartment,Westland,Springfield,5.0,18.0,10/1/18
Entire home/apt,10,House,Essos,Pike's Peak,3.0,18.0,10/1/18
Entire home/apt,7,Apartment,La La Land,Oldtown,13.0,18.0,10/1/18
Private room,4,Cabin,La La Land,Iron Islands,6.0,6.0,10/1/18
Entire home/apt,4,Cabin,Westland,Springfield,8.0,22.0,10/1/18
Entire home/apt,4,Apartment,Westland,Springfield,10.0,21.0,10/1/18
Entire home/apt,4,Apartment,Westland,Springfield,2.0,20.0,10/1/18
Entire home/apt,10,House,Westland,Springfield,3.0,20.0,10/1/18
Entire home/apt,10,House,Westland,Springfield,4.0,13.0,10/1/18
Entire home/apt,12,House,Westland,Springfield,10.0,22.0,10/1/18
Entire home/apt,8,House,Hogwarts,Dragonstone,1.0,2.0,10/1/18
Entire home/apt,6,House,Westland,Springfield,13.0,22.0,10/1/18
Entire home/apt,16,Cabin,Westland,Springfield,0.0,17.0,10/1/18
Entire home/apt,2,Apartment,La La Land,Iron Islands,3.0,3.0,10/1/18
Entire home/apt,2,Apartment,La La Land,Iron Islands,7.0,7.0,10/1/18
Entire home/apt,6,Apartment,Westland,Springfield,6.0,20.0,10/1/18
Entire home/apt,4,Apartment,La La Land,Hornhill,0.0,11.0,10/1/18
Entire home/apt,6,Cabin,Westland,Springfield,2.0,12.0,10/1/18
Entire home/apt,2,Apartment,Essos,Pike's Peak,23.0,23.0,10/1/18
Entire home/apt,15,House,Westland,Springfield,3.0,10.0,10/1/18
Entire home/apt,2,Cabin,Westland,Springfield,13.0,22.0,10/1/18
Entire home/apt,5,Cabin,Westland,Springfield,4.0,15.0,10/1/18
Entire home/apt,8,House,Westland,Springfield,6.0,12.0,10/1/18
Entire home/apt,2,Apartment,Southland,King's Landing,24.0,24.0,10/1/18
Entire home/apt,7,Cabin,Westland,Springfield,10.0,21.0,10/1/18
Entire home/apt,5,Cabin,Westland,Springfield,3.0,22.0,10/1/18
Entire home/apt,7,Apartment,Essos,Pike's Peak,8.0,20.0,10/1/18
Private room,2,Apartment,Westland,Springfield,4.0,11.0,10/1/18
Entire home/apt,3,Apartment,Southland,King's Landing,21.0,21.0,10/1/18
Entire home/apt,8,Apartment,La La Land,Iron Islands,1.0,2.0,10/1/18
Private room,2,Cabin,Southland,Lannisport,27.0,180.0,10/1/18
Entire home/apt,2,House,Westland,Springfield,14.0,22.0,10/1/18
Entire home/apt,2,Apartment,Essos,Pike's Peak,24.0,24.0,10/1/18
Entire home/apt,5,Apartment,Westland,Westeros,14.0,27.0,10/1/18
Entire home/apt,2,Apartment,Essos,Bear Island,8.0,21.0,10/1/18
Entire home/apt,8,House,Essos,Bear Island,2.0,21.0,10/1/18
Entire home/apt,8,Cabin,Westland,Springfield,13.0,21.0,10/1/18
Entire home/apt,6,Apartment,Westland,Springfield,2.0,12.0,10/1/18
Entire home/apt,6,House,Westland,Springfield,9.0,22.0,10/1/18
Entire home/apt,2,Cabin,Westland,Springfield,9.0,14.0,10/1/18
Entire home/apt,2,Apartment,Essos,Pike's Peak,10.0,23.0,10/1/18
Entire home/apt,4,Apartment,Southland,King's Landing,0.0,21.0,10/1/18
Private room,2,House,Westland,Springfield,14.0,22.0,10/1/18
Entire home/apt,2,Apartment,Westland,Springfield,9.0,22.0,10/1/18
Private room,2,House,Southland,King's Landing,4.0,13.0,10/1/18
Entire home/apt,2,House,Southland,King's Landing,23.0,23.0,10/1/18
Private room,2,Cabin,Westland,Springfield,5.0,13.0,10/1/18
Entire home/apt,2,Apartment,Westland,Springfield,10.0,23.0,10/1/18
Private room,3,Cabin,Westland,Springfield,0.0,3.0,10/1/18
Entire home/apt,2,Apartment,La La Land,Iron Islands,2.0,6.0,10/1/18
Entire home/apt,12,House,Westland,Springfield,2.0,3.0,10/1/18
Entire home/apt,4,Apartment,Westland,Springfield,14.0,22.0,10/1/18
Entire home/apt,6,Apartment,La La Land,Iron Islands,2.0,4.0,10/1/18
Entire home/apt,3,Cabin,Westland,Springfield,11.0,20.0,10/1/18
Entire home/apt,8,Cabin,Hogwarts,Dragonstone,9.0,39.0,10/1/18
Entire home/apt,12,House,Essos,Bear Island,4.0,15.0,10/1/18
Entire home/apt,3,Apartment,Southland,Lannisport,99.0,99.0,10/1/18
Entire home/apt,6,Apartment,Westland,Springfield,11.0,22.0,10/1/18
Entire home/apt,8,Apartment,Westland,Springfield,11.0,22.0,10/1/18
Entire home/apt,5,Cabin,Westland,Springfield,12.0,22.0,10/1/18
Entire home/apt,2,Apartment,Hogwarts,Dragonstone,25.0,35.0,10/1/18
Entire home/apt,7,Apartment,Westland,Springfield,9.0,21.0,10/1/18
Private room,6,House,Essos,Pike's Peak,1.0,22.0,10/1/18
Private room,2,House,Westland,Westeros,1.0,28.0,10/1/18
Entire home/apt,2,Cabin,Westland,Springfield,6.0,11.0,10/1/18
Entire home/apt,8,House,Essos,Pike's Peak,6.0,6.0,10/1/18
Private room,2,Apartment,Southland,Dorne,40.0,112.0,10/1/18
Entire home/apt,8,House,Hogwarts,Dragonstone,15.0,30.0,10/1/18
Entire home/apt,3,Apartment,Essos,Pike's Peak,17.0,22.0,10/1/18
Entire home/apt,12,Cabin,Westland,Springfield,10.0,16.0,10/1/18
Private room,2,House,Westland,Springfield,9.0,21.0,10/1/18
Private room,2,House,Westland,Westeros,6.0,25.0,10/1/18
Entire home/apt,6,House,Westland,Springfield,6.0,15.0,10/1/18
Private room,1,House,Southland,Dorne,9.0,81.0,10/1/18
Entire home/apt,4,Apartment,Westland,Westeros,11.0,22.0,10/1/18
Entire home/apt,4,House,Westland,Springfield,7.0,16.0,10/1/18
Entire home/apt,4,Apartment,Hogwarts,Dragonstone,22.0,31.0,10/1/18
Entire home/apt,6,Cabin,Southland,Lannisport,63.0,101.0,10/1/18
Entire home/apt,4,House,Southland,Dorne,58.0,63.0,10/1/18
Entire home/apt,8,Apartment,La La Land,Hornhill,13.0,19.0,10/1/18
Entire home/apt,10,House,Westland,Springfield,0.0,7.0,10/1/18
Entire home/apt,4,Cabin,La La Land,Tarth,1.0,13.0,10/1/18
Entire home/apt,6,Apartment,La La Land,Iron Islands,1.0,4.0,10/1/18
Entire home/apt,6,House,Westland,Springfield,14.0,22.0,10/1/18
Entire home/apt,4,Apartment,Essos,Pike's Peak,14.0,19.0,10/1/18
Private room,2,House,Hogwarts,Dragonstone,1.0,15.0,10/1/18
Entire home/apt,2,House,La La Land,Iron Islands,4.0,9.0,10/1/18
Entire home/apt,4,Cabin,Westland,Springfield,11.0,18.0,10/1/18
Entire home/apt,13,House,Essos,Pike's Peak,8.0,24.0,10/1/18
Private room,2,Apartment,Westland,Springfield,11.0,18.0,10/1/18
Entire home/apt,8,House,Westland,Springfield,6.0,11.0,10/1/18
Entire home/apt,6,House,Westland,Springfield,14.0,22.0,10/1/18
Entire home/apt,6,House,Hogwarts,Dragonstone,20.0,31.0,10/1/18
Entire home/apt,2,Apartment,Westland,Springfield,10.0,22.0,10/1/18
Entire home/apt,2,Apartment,Westland,Springfield,3.0,7.0,10/1/18
Entire home/apt,6,Cabin,Westland,Springfield,0.0,14.0,10/1/18
Entire home/apt,5,Apartment,La La Land,Oldtown,20.0,20.0,10/1/18
Entire home/apt,4,House,Westland,Springfield,12.0,22.0,10/1/18
Private room,1,House,Southland,River run,31.0,121.0,10/1/18
Entire home/apt,8,House,Westland,Springfield,13.0,23.0,10/1/18
Private room,2,House,Westland,Springfield,13.0,21.0,10/1/18
Entire home/apt,6,Apartment,Hogwarts,Dragonstone,11.0,16.0,10/1/18
